index,length_km,width_km,depth_km,dip,strike,lat,lon,ss_mm,ds_mm
641,3.7026,4,19.1896,0.00,-130.90,31.1681,103.1957,-226.03,1190.99
642,3.7015,4,19.1896,0.00,-130.92,31.1953,103.1682,-68.93,891.34
643,3.7004,4,19.1896,0.00,-130.93,31.2225,103.1406,49.50,691.18
644,3.6992,4,19.1896,0.00,-130.94,31.2497,103.1130,124.20,585.16
645,3.6981,4,19.1896,0.00,-130.96,31.2768,103.0854,152.90,548.30
646,3.7031,4,19.1896,0.00,-130.89,31.0920,103.2213,-625.32,1799.31
647,3.7013,4,19.1896,0.00,-130.90,31.1191,103.1938,-399.58,1468.03
648,3.7002,4,19.1896,0.00,-130.92,31.1463,103.1663,-199.90,1147.74
649,3.6991,4,19.1896,0.00,-130.93,31.1735,103.1388,-40.66,890.40
650,3.6979,4,19.1896,0.00,-130.95,31.2007,103.1112,72.64,718.95
651,3.6968,4,19.1896,0.00,-130.96,31.2279,103.0837,140.19,627.85
652,3.6957,4,19.1896,0.00,-130.97,31.2550,103.0561,164.13,595.15
653,3.7015,4,19.1896,0.00,-130.87,31.0702,103.1920,-611.65,1627.36
654,3.6980,4,19.1896,0.00,-130.89,31.0974,103.1645,-383.26,1357.43
655,3.6957,4,19.1896,0.00,-130.90,31.1246,103.1370,-185.53,1094.65
656,3.6934,4,19.1896,0.00,-130.91,31.1517,103.1095,-32.21,885.13
657,3.6912,4,19.1896,0.00,-130.93,31.1789,103.0819,73.75,745.48
658,3.6889,4,19.1896,0.00,-130.94,31.2061,103.0544,135.79,669.97
659,3.6867,4,19.1896,0.00,-130.96,31.2333,103.0268,158.57,640.74
660,3.7027,4,19.1896,0.00,-130.85,31.0484,103.1626,-569.20,1470.59
661,3.6995,4,19.1896,0.00,-130.87,31.0756,103.1352,-359.46,1256.64
662,3.6972,4,19.1896,0.00,-130.88,31.1028,103.1077,-180.22,1048.58
663,3.6947,4,19.1896,0.00,-130.90,31.1300,103.0801,-40.89,883.51
664,3.6921,4,19.1896,0.00,-130.91,31.1572,103.0526,56.41,772.02
665,3.6893,4,19.1896,0.00,-130.93,31.1844,103.0251,115.22,708.92
666,3.6865,4,19.1896,0.00,-130.94,31.2115,102.9975,140.54,681.01
667,3.7053,4,19.1896,0.00,-130.84,31.0266,103.1333,-491.72,1344.53
668,3.7034,4,19.1896,0.00,-130.85,31.0538,103.1058,-332.48,1189.41
669,3.7018,4,19.1896,0.00,-130.86,31.0811,103.0783,-183.79,1028.59
670,3.7002,4,19.1896,0.00,-130.87,31.1082,103.0508,-61.68,895.89
671,3.6984,4,19.1896,0.00,-130.88,31.1354,103.0233,28.18,801.45
672,3.6965,4,19.1896,0.00,-130.89,31.1626,102.9958,86.69,742.88
673,3.6944,4,19.1896,0.00,-130.90,31.1898,102.9682,118.19,711.64
